chamfer,dataset,kde_nll,mmd,mode_coverage,model,sample_time_sec,sampler,sampling_steps,sliced_wasserstein,train_time_sec
4.446350991206,gaussian_mixture_8d,22.296288322214657,0.391388073161149,0.0,vae,0.002429599997412879,,,1.770986403886139,0.29456029999710154
4.877221271214472,gaussian_mixture_8d,23.566098062362205,0.3835360155709484,0.0,diffusion,0.006165200000395998,ddim,5,1.7393964413747935,0.06682960000034655
