mmd,sliced_wasserstein,chamfer,kde_nll,mode_coverage,dataset,model,train_time_sec,sample_time_sec,sampler,sampling_steps
0.09487655441274545,0.7997195503864742,0.566232045094561,4.336332805921456,1.0,gaussian_mixture,conditional_diffusion,0.39668990000063786,0.00524299999960931,ddim,5
0.05473193928830922,0.5706625166961867,0.401343673257248,4.10765265755295,1.0,ring,conditional_diffusion,0.39668990000063786,0.009630599997763056,ddim,5
0.03158544609179814,0.34624421365376906,0.19499406035412453,3.7150036352439613,1.0,two_moons,conditional_diffusion,0.39668990000063786,0.008568000004743226,ddim,5
0.001820695858731236,0.10029929404652319,0.09927019806415927,3.6778800228660375,1.0,spiral,conditional_diffusion,0.39668990000063786,0.004570899996906519,ddim,5
