mmd,sliced_wasserstein,chamfer,kde_nll,mode_coverage,train_time_sec,sample_time_sec,contamination_ratio,contamination_kind,sampler,sampling_steps
0.002815536175192257,0.11230747556747722,0.09338647779395924,3.652762446231398,1.0,6.350839700004144,0.013251800002763048,0.0,uniform,ddim,20
0.0014395699523144234,0.09623222433883097,0.0970666041601871,3.6783093177176096,1.0,6.362953199997719,0.05708550000417745,0.0,uniform,ddpm,80
