chamfer,dataset,gmm_nll,kde_nll,mmd,mode_coverage,model,sliced_wasserstein
0.09705721111323697,gaussian_mixture,3.0966486557993105,4.85399066163244,0.0010609085869401902,1.0,cvae,0.12443641500246864
0.07604418380181065,ring,2.6385943357967387,4.49002759888804,0.0010641982028800623,1.0,cvae,0.09111871971987195
0.06449242847118286,two_moons,2.4527582876277156,3.7170022787426067,0.001873257544962259,1.0,cvae,0.08513871771030404
0.09255039255434261,spiral,3.0856399614632197,3.71339350007735,0.0022667189640568353,1.0,cvae,0.11261609769062905
