dataset,mmd_baseline,mmd_improved,sliced_wasserstein_baseline,sliced_wasserstein_improved,chamfer_baseline,chamfer_improved,gmm_nll_baseline,gmm_nll_improved
gaussian_mixture_8d,0.0527693677003948,0.0013650693854707,0.5998770999892988,0.1295338373717566,0.6742441685508165,0.2169435441738075,5.178456069886005,-2.430742017003497
spiral_8d,0.0948253489968358,0.0127746034779505,0.5280123255473688,0.2683156106130405,0.4152519761471468,0.3390090003832774,11.560899349736497,-0.9057927363700782
