chamfer,dataset,gmm_nll,kde_nll,mmd,mode_coverage,model,sample_time_sec,sampler,sampling_steps,schedule_type,sliced_wasserstein,time_hidden_dim,train_time_sec
0.5251702055111334,gaussian_mixture_8d,1.4632411957311917,23.024097256767472,0.005634545115430933,1.0,vae,0.0019754999957513064,,,,0.2443086656141079,,5.00877539999783
0.6742441685508165,gaussian_mixture_8d,5.178456069886005,22.507578868717456,0.052769367700394865,1.0,diffusion,0.055806299998948816,ddpm,80,linear,0.5998770999892988,0,4.245770699999412
0.4082033945477738,spiral_8d,0.7755980991180772,18.898420405093173,0.003866006648382214,1.0,vae,0.0005875999995623715,,,,0.12508135103517537,,4.756525099997816
0.4152519761471468,spiral_8d,11.560899349736495,16.793860504960637,0.09482534899683581,1.0,diffusion,0.05035330000100657,ddpm,80,linear,0.5280123255473688,0,4.505880500000785
