chamfer,dataset,kde_nll,mmd,mode_coverage,model,sample_time_sec,sampler,sampling_steps,sliced_wasserstein,train_time_sec
0.48210989345380706,gaussian_mixture_8d,23.005475989827257,0.0043057418068883635,1.0,vae,0.001976900006411597,,,0.22342938070224588,4.979874000004202
0.5776948434953835,gaussian_mixture_8d,22.564484689161517,0.04673168671038197,1.0,diffusion,0.05381659999693511,ddpm,80,0.5773488207843015,6.377979500000947
0.4124283493277575,spiral_8d,19.074721230290546,0.0032368556509434487,1.0,vae,0.0008640000014565885,,,0.11064000859245855,4.775808800004597
0.4394541650429145,spiral_8d,16.84630189155521,0.09882705793241064,1.0,diffusion,0.056300299998838454,ddpm,80,0.54427244343517,6.35056330000225
